abundance,growth_rate,reactions,metabolites,taxon,tradeoff,sample_id
0.2722878276667532,0.19748706012039824,2712,1656,Phocaeicola,0.5,ERR1883212
0.16565014274591228,0.12015079263583206,2860,1805,Streptococcus,0.5,ERR1883212
0.10660524266805085,0.06185707242038113,3293,1883,Bacteroides,0.4,ERR1883212
0.10375032442252789,0.06020066575137205,2808,1732,Blautia,0.4,ERR1883212
0.3517064624967558,0.2040729129484985,1986,1472,Faecalibacterium,0.4,ERR1883212
0.2722878276667532,0.15799390334860397,2712,1656,Phocaeicola,0.4,ERR1883212
0.16565014274591228,0.09611766704166065,2860,1805,Streptococcus,0.4,ERR1883212
0.10660524266805085,0.04639729950045991,3293,1883,Bacteroides,0.30000000000000004,ERR1883212
0.10375032442252789,0.04515320569966345,2808,1732,Blautia,0.30000000000000004,ERR1883212
0.3517064624967558,0.15304014833307775,1986,1472,Faecalibacterium,0.30000000000000004,ERR1883212
0.2722878276667532,0.11850374448689208,2712,1656,Phocaeicola,0.30000000000000004,ERR1883212
0.16565014274591228,0.07209469817858295,2860,1805,Streptococcus,0.30000000000000004,ERR1883212
0.10660524266805085,0.030929978865305227,3293,1883,Bacteroides,0.2,ERR1883212
0.10375032442252789,0.030101474494772195,2808,1732,Blautia,0.2,ERR1883212
0.3517064624967558,0.10203187645853515,1986,1472,Faecalibacterium,0.2,ERR1883212
0.2722878276667532,0.07899987149537507,2712,1656,Phocaeicola,0.2,ERR1883212
0.16565014274591228,0.04806054156441467,2860,1805,Streptococcus,0.2,ERR1883212
0.10660524266805085,0.015464081296017736,3293,1883,Bacteroides,0.1,ERR1883212
0.10375032442252789,0.01505021604083315,2808,1732,Blautia,0.1,ERR1883212
0.3517064624967558,0.051019804334365454,1986,1472,Faecalibacterium,0.1,ERR1883212
0.2722878276667532,0.03949713274080246,2712,1656,Phocaeicola,0.1,ERR1883212
0.16565014274591228,0.024029851469614488,2860,1805,Streptococcus,0.1,ERR1883212
0.6278741214283191,-0.00012843938925175374,2274,1386,Akkermansia,,ERR1883240
0.09809981280683785,0.6838952818984371,2197,1602,Fusobacterium,,ERR1883240
0.274026065764843,1.276397671836129,1652,1308,Veillonella,,ERR1883240
0.6278741214283191,0.13312975591225779,2274,1386,Akkermansia,1.0,ERR1883240
0.09809981280683785,0.37530698902612003,2197,1602,Fusobacterium,1.0,ERR1883240
0.274026065764843,1.0815295266164997,1652,1308,Veillonella,1.0,ERR1883240
0.6278741214283191,0.15342495905769438,2274,1386,Akkermansia,0.9,ERR1883240
0.09809981280683785,0.312586274623192,2197,1602,Fusobacterium,0.9,ERR1883240
0.274026065764843,0.9050639715169863,1652,1308,Veillonella,0.9,ERR1883240
0.6278741214283191,0.1573356742598032,2274,1386,Akkermansia,0.8,ERR1883240
0.09809981280683785,0.2690500871743146,2197,1602,Fusobacterium,0.8,ERR1883240
0.274026065764843,0.7721983890619182,1652,1308,Veillonella,0.8,ERR1883240
0.6278741214283191,0.1706655662500609,2274,1386,Akkermansia,0.7000000000000001,ERR1883240
0.09809981280683785,0.21502117508452964,2197,1602,Fusobacterium,0.7000000000000001,ERR1883240
0.274026065764843,0.6205997031449269,1652,1308,Veillonella,0.7000000000000001,ERR1883240
0.6278741214283191,0.15689813566192864,2274,1386,Akkermansia,0.6,ERR1883240
0.09809981280683785,0.177437734357069,2197,1602,Fusobacterium,0.6,ERR1883240
0.274026065764843,0.5040545977619376,1652,1308,Veillonella,0.6,ERR1883240
0.6278741214283191,0.1961796998047361,2274,1386,Akkermansia,0.5,ERR1883240
0.09809981280683785,0.10145712055092064,2197,1602,Fusobacterium,0.5,ERR1883240
0.274026065764843,0.28635122649371,1652,1308,Veillonella,0.5,ERR1883240
0.6278741214283191,0.18551237567773052,2274,1386,Akkermansia,0.4,ERR1883240
0.09809981280683785,0.06989391797551268,2197,1602,Fusobacterium,0.4,ERR1883240
0.274026065764843,0.18799367118848828,1652,1308,Veillonella,0.4,ERR1883240
0.6278741214283191,0.17094177529696913,2274,1386,Akkermansia,0.30000000000000004,ERR1883240
0.09809981280683785,0.02658317478552448,2197,1602,Fusobacterium,0.30000000000000004,ERR1883240
0.274026065764843,0.07426172165049996,1652,1308,Veillonella,0.30000000000000004,ERR1883240
0.6278741214283191,0.1072885204101423,2274,1386,Akkermansia,0.2,ERR1883240
0.09809981280683785,0.019240152001761542,2197,1602,Fusobacterium,0.2,ERR1883240
0.274026065764843,0.0540843581923182,1652,1308,Veillonella,0.2,ERR1883240
0.6278741214283191,0.054814749008629156,2274,1386,Akkermansia,0.1,ERR1883240
0.09809981280683785,0.008533121919754591,2197,1602,Fusobacterium,0.1,ERR1883240
0.274026065764843,0.023804585024114432,1652,1308,Veillonella,0.1,ERR1883240
0.22307924984875985,-9.700007577697921e-07,3293,1883,Bacteroides,,ERR1883225
0.07441016333938295,0.16343230066236447,2235,1371,Barnesiella,,ERR1883225
0.13777979431336965,0.16065792129275733,2879,1747,Parabacteroides,,ERR1883225
0.5647307924984877,0.5295885176899885,2712,1656,Phocaeicola,,ERR1883225
0.22307924984875985,0.17651127073052325,3293,1883,Bacteroides,1.0,ERR1883225
0.07441016333938295,0.10792075550483242,2235,1371,Barnesiella,1.0,ERR1883225
0.13777979431336965,0.1206777504198091,2879,1747,Parabacteroides,1.0,ERR1883225
0.5647307924984877,0.4769311160001397,2712,1656,Phocaeicola,1.0,ERR1883225
0.22307924984875985,0.16867717387116427,3293,1883,Bacteroides,0.9,ERR1883225
0.07441016333938295,0.061404058619514985,2235,1371,Barnesiella,0.9,ERR1883225
0.13777979431336965,0.10543119440431867,2879,1747,Parabacteroides,0.9,ERR1883225
0.5647307924984877,0.4308036629877067,2712,1656,Phocaeicola,0.9,ERR1883225
0.22307924984875985,0.15056007432739085,3293,1883,Bacteroides,0.8,ERR1883225
0.07441016333938295,0.05263432946564097,2235,1371,Barnesiella,0.8,ERR1883225
0.13777979431336965,0.09346494821427487,2879,1747,Parabacteroides,0.8,ERR1883225
0.5647307924984877,0.38309262058698357,2712,1656,Phocaeicola,0.8,ERR1883225
0.22307924984875985,0.13238773562533632,3293,1883,Bacteroides,0.7000000000000001,ERR1883225
0.07441016333938295,0.044094934554738424,2235,1371,Barnesiella,0.7000000000000001,ERR1883225
0.13777979431336965,0.08171187004579665,2879,1747,Parabacteroides,0.7000000000000001,ERR1883225
0.5647307924984877,0.33517032749922426,2712,1656,Phocaeicola,0.7000000000000001,ERR1883225
0.22307924984875985,0.11347861065951673,3293,1883,Bacteroides,0.6,ERR1883225
0.07441016333938295,0.03785260803327314,2235,1371,Barnesiella,0.6,ERR1883225
0.13777979431336965,0.07008831467149759,2879,1747,Parabacteroides,0.6,ERR1883225
0.5647307924984877,0.28727695894746086,2712,1656,Phocaeicola,0.6,ERR1883225
0.22307924984875985,0.09456555220237638,3293,1883,Bacteroides,0.5,ERR1883225
0.07441016333938295,0.03154433624613153,2235,1371,Barnesiella,0.5,ERR1883225
0.13777979431336965,0.058407001295443704,2879,1747,Parabacteroides,0.5,ERR1883225
0.5647307924984877,0.23939754330763752,2712,1656,Phocaeicola,0.5,ERR1883225
0.22307924984875985,0.07565811122630044,3293,1883,Bacteroides,0.4,ERR1883225
0.07441016333938295,0.025222903798939534,2235,1371,Barnesiella,0.4,ERR1883225
0.13777979431336965,0.04672857673506087,2879,1747,Parabacteroides,0.4,ERR1883225
0.5647307924984877,0.19151838909243188,2712,1656,Phocaeicola,0.4,ERR1883225
0.22307924984875985,0.05673845990446497,3293,1883,Bacteroides,0.30000000000000004,ERR1883225
0.07441016333938295,0.018921493087187057,2235,1371,Barnesiella,0.30000000000000004,ERR1883225
0.13777979431336965,0.03504347161638881,2879,1747,Parabacteroides,0.30000000000000004,ERR1883225
0.5647307924984877,0.1436414672285153,2712,1656,Phocaeicola,0.30000000000000004,ERR1883225
0.22307924984875985,0.037831690437783096,3293,1883,Bacteroides,0.2,ERR1883225
0.07441016333938295,0.012619121913710436,2235,1371,Barnesiella,0.2,ERR1883225
0.13777979431336965,0.02336583388770284,2879,1747,Parabacteroides,0.2,ERR1883225
0.5647307924984877,0.09576816432340617,2712,1656,Phocaeicola,0.2,ERR1883225
0.22307924984875985,0.0189570935280169,3293,1883,Bacteroides,0.1,ERR1883225
0.07441016333938295,0.005319288707617423,2235,1371,Barnesiella,0.1,ERR1883225
0.13777979431336965,0.011708243522618678,2879,1747,Parabacteroides,0.1,ERR1883225
0.5647307924984877,0.04798635591682482,2712,1656,Phocaeicola,0.1,ERR1883225
0.24232882502113273,4.074636439949563e-06,2274,1386,Akkermansia,,ERR1883250
0.29532967032967034,0.4345814215243824,2808,1732,Blautia,,ERR1883250
0.25196534234995777,0.20519909849368853,2826,1639,Erysipelatoclostridium,,ERR1883250
0.21037616229923925,0.9081768758222415,2681,1578,Mediterraneibacter,,ERR1883250
0.24232882502113273,0.001090513316120346,2274,1386,Akkermansia,1.0,ERR1883250
0.29532967032967034,0.46087127760487767,2808,1732,Blautia,1.0,ERR1883250
0.25196534234995777,0.41400160035716316,2826,1639,Erysipelatoclostridium,1.0,ERR1883250
0.21037616229923925,0.6199361399840851,2681,1578,Mediterraneibacter,1.0,ERR1883250
0.24232882502113273,0.2437327175043317,2274,1386,Akkermansia,0.9,ERR1883250
0.29532967032967034,0.4141146831017974,2808,1732,Blautia,0.9,ERR1883250
0.25196534234995777,0.3587375823561436,2826,1639,Erysipelatoclostridium,0.9,ERR1883250
0.21037616229923925,0.2977767002299188,2681,1578,Mediterraneibacter,0.9,ERR1883250
0.24232882502113273,0.22993080859622084,2274,1386,Akkermansia,0.8,ERR1883250
0.29532967032967034,0.36493557507864977,2808,1732,Blautia,0.8,ERR1883250
0.25196534234995777,0.31470160258620733,2826,1639,Erysipelatoclostridium,0.8,ERR1883250
0.21037616229923925,0.2619999956454633,2681,1578,Mediterraneibacter,0.8,ERR1883250
0.24232882502113273,0.24324808177711318,2274,1386,Akkermansia,0.7000000000000001,ERR1883250
0.29532967032967034,0.30429696319919364,2808,1732,Blautia,0.7000000000000001,ERR1883250
0.25196534234995777,0.25961352952825884,2826,1639,Erysipelatoclostridium,0.7000000000000001,ERR1883250
0.21037616229923925,0.21676375533381415,2681,1578,Mediterraneibacter,0.7000000000000001,ERR1883250
0.24232882502113273,0.2029242851249635,2274,1386,Akkermansia,0.6,ERR1883250
0.29532967032967034,0.26472899862827454,2808,1732,Blautia,0.6,ERR1883250
0.25196534234995777,0.2259181350031645,2826,1639,Erysipelatoclostridium,0.6,ERR1883250
0.21037616229923925,0.18862697897418623,2681,1578,Mediterraneibacter,0.6,ERR1883250
0.24232882502113273,0.15954434221637023,2274,1386,Akkermansia,0.5,ERR1883250
0.29532967032967034,0.22274502636649585,2808,1732,Blautia,0.5,ERR1883250
0.25196534234995777,0.19044885007428358,2826,1639,Erysipelatoclostridium,0.5,ERR1883250
0.21037616229923925,0.15865997864637366,2681,1578,Mediterraneibacter,0.5,ERR1883250
0.24232882502113273,0.13900699258172122,2274,1386,Akkermansia,0.4,ERR1883250
0.29532967032967034,0.17411456798254527,2808,1732,Blautia,0.4,ERR1883250
0.25196534234995777,0.1485745394487394,2826,1639,Erysipelatoclostridium,0.4,ERR1883250
0.21037616229923925,0.12408253107969007,2681,1578,Mediterraneibacter,0.4,ERR1883250
0.24232882502113273,0.10136806255664668,2274,1386,Akkermansia,0.30000000000000004,ERR1883250
0.29532967032967034,0.13173860967012113,2808,1732,Blautia,0.30000000000000004,ERR1883250
0.25196534234995777,0.11243732806020265,2826,1639,Erysipelatoclostridium,0.30000000000000004,ERR1883250
0.21037616229923925,0.09388002196774116,2681,1578,Mediterraneibacter,0.30000000000000004,ERR1883250
0.24232882502113273,0.06480560666305567,2274,1386,Akkermansia,0.2,ERR1883250
0.29532967032967034,0.08908437111324029,2808,1732,Blautia,0.2,ERR1883250
0.25196534234995777,0.07602005278141924,2826,1639,Erysipelatoclostridium,0.2,ERR1883250
0.21037616229923925,0.0634736353506597,2681,1578,Mediterraneibacter,0.2,ERR1883250
0.24232882502113273,0.033151788106655276,2274,1386,Akkermansia,0.1,ERR1883250
0.29532967032967034,0.044242993191523715,2808,1732,Blautia,0.1,ERR1883250
0.25196534234995777,0.03774655062533433,2826,1639,Erysipelatoclostridium,0.1,ERR1883250
0.21037616229923925,0.03151611848679559,2681,1578,Mediterraneibacter,0.1,ERR1883250
0.28358925143953934,0.4490816568723997,2197,1602,Fusobacterium,,ERR1883294
0.27831094049904026,0.41681689409338785,1206,1068,Megasphaera,,ERR1883294
0.14107485604606526,0.2422559878415558,1577,1286,Morganella,,ERR1883294
0.29702495201535506,0.701374391543719,1652,1308,Veillonella,,ERR1883294
0.28358925143953934,0.4147349947594938,2197,1602,Fusobacterium,1.0,ERR1883294
0.27831094049904026,0.6359126507344851,1206,1068,Megasphaera,1.0,ERR1883294
0.14107485604606526,0.3012703389356284,1577,1286,Morganella,1.0,ERR1883294
0.29702495201535506,0.5008446433474892,1652,1308,Veillonella,1.0,ERR1883294
0.28358925143953934,0.4078137246176386,2197,1602,Fusobacterium,0.9,ERR1883294
0.27831094049904026,0.564205963666405,1206,1068,Megasphaera,0.9,ERR1883294
0.14107485604606526,0.26398556796482253,1577,1286,Morganella,0.9,ERR1883294
0.29702495201535506,0.4346840884328646,1652,1308,Veillonella,0.9,ERR1883294
0.28358925143953934,0.36662958728546446,2197,1602,Fusobacterium,0.8,ERR1883294
0.27831094049904026,0.4922544745885848,1206,1068,Megasphaera,0.8,ERR1883294
0.14107485604606526,0.23171444305703642,1577,1286,Morganella,0.8,ERR1883294
0.29702495201535506,0.38671040134571616,1652,1308,Veillonella,0.8,ERR1883294
